switch_id,timestamp,power_consumption
lt_02,2025-04-25 04:05:48,67.9
lt_05,2025-04-25 04:05:48,81.71
ac_03,2025-04-25 04:05:48,310.08
dw_01,2025-04-25 04:05:48,1260.36
tv_01,2025-04-25 04:05:48,116.13
lt_06,2025-04-25 04:05:48,45.6
tv_01,2025-04-25 04:06:48,104.67
lt_01,2025-04-25 04:06:48,35.19
ac_03,2025-04-25 04:06:48,479.78
lt_06,2025-04-25 04:06:48,36.03
lt_03,2025-04-25 04:06:48,16.05
sp_01,2025-04-25 04:06:48,72.25
lt_05,2025-04-25 04:06:48,67.19
ac_02,2025-04-25 04:06:48,335.68
lt_02,2025-04-25 04:06:48,18.98
mw_01,2025-04-25 04:06:48,1018.48
lt_04,2025-04-25 04:06:48,38.05
ac_01,2025-04-25 04:06:48,460.39
rf_01,2025-04-25 04:07:48,196.23
lt_06,2025-04-25 04:07:48,88.74
mw_01,2025-04-25 04:07:48,902.91
ac_02,2025-04-25 04:07:48,555.24
lt_01,2025-04-25 04:07:48,33.5
ac_01,2025-04-25 04:07:48,686.09
lt_02,2025-04-25 04:07:48,98.9
sp_01,2025-04-25 04:07:48,44.39
wm_01,2025-04-25 04:07:48,565.3
ac_03,2025-04-25 04:07:48,346.96
lt_04,2025-04-25 04:07:48,41.84
lt_01,2025-04-25 04:08:48,51.37
mw_01,2025-04-25 04:08:48,1096.93
ac_01,2025-04-25 04:08:48,333.84
dw_01,2025-04-25 04:08:48,931.18
lt_06,2025-04-25 04:08:48,87.79
rf_01,2025-04-25 04:09:48,176.11
ac_01,2025-04-25 04:09:48,647.86
sp_01,2025-04-25 04:09:48,163.79
lt_06,2025-04-25 04:09:48,17.65
tv_01,2025-04-25 04:09:48,80.73
wm_01,2025-04-25 04:09:48,1070.45
ac_02,2025-04-25 04:09:48,581.56
lt_03,2025-04-25 04:09:48,60.74
lt_04,2025-04-25 04:09:48,20.53
lt_01,2025-04-25 04:09:48,31.03
mw_01,2025-04-25 04:09:48,1048.56
lt_05,2025-04-25 04:09:48,78.74
lt_03,2025-04-25 04:10:48,79.62
lt_01,2025-04-25 04:10:48,83.72
sp_01,2025-04-25 04:10:48,61.83
ac_01,2025-04-25 04:10:48,550.81
wm_01,2025-04-25 04:10:48,1233.97
ac_02,2025-04-25 04:10:48,428.46
tv_01,2025-04-25 04:10:48,125.91
lt_02,2025-04-25 04:10:48,87.36
lt_05,2025-04-25 04:10:48,91.48
rf_01,2025-04-25 04:10:48,134.25
lt_04,2025-04-25 04:10:48,22.37
ac_03,2025-04-25 04:10:48,618.58
lt_06,2025-04-25 04:11:48,67.85
lt_02,2025-04-25 04:11:48,27.16
ac_03,2025-04-25 04:11:48,490.54
lt_04,2025-04-25 04:11:48,15.43
mw_01,2025-04-25 04:11:48,1148.61
tv_01,2025-04-25 04:11:48,73.88
ac_01,2025-04-25 04:11:48,336.42
sp_01,2025-04-25 04:11:48,39.62
lt_03,2025-04-25 04:11:48,23.66
rf_01,2025-04-25 04:11:48,104.16
ac_02,2025-04-25 04:11:48,527.85
lt_04,2025-04-25 04:12:48,90.91
mw_01,2025-04-25 04:12:48,1104.55
lt_01,2025-04-25 04:12:48,10.96
lt_02,2025-04-25 04:12:48,16.01
dw_01,2025-04-25 04:12:48,1294.25
dw_01,2025-04-25 04:13:48,1146.91
ac_03,2025-04-25 04:13:48,430.84
tv_01,2025-04-25 04:13:48,81.04
lt_05,2025-04-25 04:13:48,21.31
ac_02,2025-04-25 04:13:48,578.02
lt_03,2025-04-25 04:13:48,54.7
wm_01,2025-04-25 04:13:48,1246.4
ac_03,2025-04-25 04:14:48,477.49
tv_01,2025-04-25 04:14:48,131.67
ac_01,2025-04-25 04:14:48,550.75
lt_05,2025-04-25 04:14:48,49.75
lt_03,2025-04-25 04:14:48,91.5
lt_06,2025-04-25 04:14:48,95.38
rf_01,2025-04-25 04:14:48,176.34
wm_01,2025-04-25 04:14:48,501.05
lt_01,2025-04-25 04:14:48,88.47
dw_01,2025-04-25 04:15:48,1138.28
lt_06,2025-04-25 04:15:48,62.44
lt_04,2025-04-25 04:15:48,76.31
rf_01,2025-04-25 04:15:48,181.9
mw_01,2025-04-25 04:15:48,1083.74
ac_02,2025-04-25 04:15:48,421.41
lt_01,2025-04-25 04:15:48,32.63
ac_03,2025-04-25 04:15:48,324.52
mw_01,2025-04-25 04:16:48,994.64
tv_01,2025-04-25 04:16:48,120.86
ac_03,2025-04-25 04:16:48,633.31
ac_01,2025-04-25 04:16:48,355.22
dw_01,2025-04-25 04:16:48,900.35
lt_02,2025-04-25 04:16:48,43.08
lt_04,2025-04-25 04:16:48,64.74
ac_02,2025-04-25 04:16:48,502.89
lt_06,2025-04-25 04:17:48,82.73
lt_03,2025-04-25 04:17:48,77.94
ac_01,2025-04-25 04:17:48,681.07
dw_01,2025-04-25 04:17:48,1018.79
lt_01,2025-04-25 04:17:48,88.15
lt_02,2025-04-25 04:17:48,22.17
mw_01,2025-04-25 04:17:48,1149.77
wm_01,2025-04-25 04:17:48,1189.1
ac_01,2025-04-25 04:18:48,652.08
mw_01,2025-04-25 04:18:48,1038.8
rf_01,2025-04-25 04:18:48,185.21
tv_01,2025-04-25 04:18:48,101.64
lt_04,2025-04-25 04:18:48,57.98
ac_02,2025-04-25 04:18:48,667.27
ac_03,2025-04-25 04:18:48,668.81
rf_01,2025-04-25 04:19:48,116.37
lt_06,2025-04-25 04:19:48,37.94
lt_03,2025-04-25 04:19:48,59.52
sp_01,2025-04-25 04:19:48,170.79
tv_01,2025-04-25 04:19:48,142.44
lt_01,2025-04-25 04:19:48,43.04
lt_05,2025-04-25 04:19:48,39.76
wm_01,2025-04-25 04:19:48,1442.5
ac_03,2025-04-25 04:19:48,567.5
lt_04,2025-04-25 04:19:48,16.02
ac_01,2025-04-25 04:19:48,394.26
lt_02,2025-04-25 04:19:48,12.55
dw_01,2025-04-25 04:20:48,977.26
ac_02,2025-04-25 04:20:48,514.05
lt_05,2025-04-25 04:20:48,16.74
ac_01,2025-04-25 04:20:48,676.91
lt_06,2025-04-25 04:20:48,51.43
lt_03,2025-04-25 04:20:48,18.92
tv_01,2025-04-25 04:20:48,80.84
sp_01,2025-04-25 04:20:48,49.86
rf_01,2025-04-25 04:20:48,124.85
ac_03,2025-04-25 04:20:48,566.79
lt_01,2025-04-25 04:20:48,77.45
wm_01,2025-04-25 04:20:48,360.7
wm_01,2025-04-25 04:21:48,1269.23
lt_01,2025-04-25 04:21:48,81.03
dw_01,2025-04-25 04:21:48,990.9
lt_04,2025-04-25 04:21:48,58.46
ac_02,2025-04-25 04:21:48,634.22
rf_01,2025-04-25 04:22:48,169.16
lt_05,2025-04-25 04:22:48,15.3
tv_01,2025-04-25 04:22:48,144.97
sp_01,2025-04-25 04:22:48,42.36
ac_02,2025-04-25 04:22:48,578.63
lt_03,2025-04-25 04:22:48,85.31
ac_01,2025-04-25 04:22:48,362.34
dw_01,2025-04-25 04:22:48,1185.22
lt_06,2025-04-25 04:22:48,63.29
lt_01,2025-04-25 04:22:48,95.5
ac_02,2025-04-25 04:23:48,410.82
ac_03,2025-04-25 04:23:48,451.63
ac_01,2025-04-25 04:23:48,375.44
lt_06,2025-04-25 04:23:48,69.56
tv_01,2025-04-25 04:23:48,121.22
tv_01,2025-04-25 04:24:48,80.66
lt_06,2025-04-25 04:24:48,12.6
ac_03,2025-04-25 04:24:48,328.11
lt_05,2025-04-25 04:24:48,14.73
ac_02,2025-04-25 04:24:48,417.04
wm_01,2025-04-25 04:24:48,1331.74
ac_01,2025-04-25 04:24:48,589.7
mw_01,2025-04-25 04:24:48,1160.32
dw_01,2025-04-25 04:24:48,1037.17
rf_01,2025-04-25 04:24:48,101.28
rf_01,2025-04-25 04:25:48,117.29
sp_01,2025-04-25 04:25:48,33.29
tv_01,2025-04-25 04:25:48,101.49
lt_02,2025-04-25 04:25:48,21.47
dw_01,2025-04-25 04:25:48,1250.47
lt_05,2025-04-25 04:25:48,87.61
ac_02,2025-04-25 04:25:48,571.17
wm_01,2025-04-25 04:25:48,1203.46
ac_03,2025-04-25 04:25:48,566.57
mw_01,2025-04-25 04:25:48,1156.68
ac_01,2025-04-25 04:25:48,447.49
lt_05,2025-04-25 04:26:48,34.04
ac_02,2025-04-25 04:26:48,483.09
mw_01,2025-04-25 04:26:48,1050.67
tv_01,2025-04-25 04:26:48,90.62
lt_06,2025-04-25 04:26:48,26.94
lt_04,2025-04-25 04:26:48,62.57
lt_01,2025-04-25 04:26:48,94.42
ac_01,2025-04-25 04:26:48,558.08
lt_05,2025-04-25 04:27:48,41.56
lt_04,2025-04-25 04:27:48,51.7
lt_03,2025-04-25 04:27:48,30.81
mw_01,2025-04-25 04:27:48,967.34
ac_03,2025-04-25 04:27:48,585.76
rf_01,2025-04-25 04:27:48,188.46
ac_01,2025-04-25 04:27:48,558.11
dw_01,2025-04-25 04:28:48,1013.03
mw_01,2025-04-25 04:28:48,918.41
lt_02,2025-04-25 04:28:48,10.04
wm_01,2025-04-25 04:28:48,674.46
tv_01,2025-04-25 04:28:48,97.93
lt_03,2025-04-25 04:28:48,88.27
lt_04,2025-04-25 04:28:48,76.97
rf_01,2025-04-25 04:28:48,118.54
ac_02,2025-04-25 04:29:48,342.43
ac_03,2025-04-25 04:29:48,646.4
sp_01,2025-04-25 04:29:48,185.18
dw_01,2025-04-25 04:29:48,926.68
rf_01,2025-04-25 04:29:48,158.78
wm_01,2025-04-25 04:29:48,691.08
mw_01,2025-04-25 04:29:48,1177.84
lt_05,2025-04-25 04:29:48,23.55
lt_02,2025-04-25 04:29:48,39.93
lt_06,2025-04-25 04:29:48,89.01
ac_01,2025-04-25 04:29:48,618.4
sp_01,2025-04-25 04:30:48,86.04
wm_01,2025-04-25 04:30:48,1287.36
lt_04,2025-04-25 04:30:48,73.45
lt_05,2025-04-25 04:30:48,26.59
rf_01,2025-04-25 04:30:48,139.29
dw_01,2025-04-25 04:30:48,1109.94
ac_03,2025-04-25 04:30:48,402.79
mw_01,2025-04-25 04:30:48,1104.07
lt_03,2025-04-25 04:30:48,76.85
lt_01,2025-04-25 04:30:48,86.2
ac_02,2025-04-25 04:30:48,314.1
ac_01,2025-04-25 04:30:48,441.11
lt_06,2025-04-25 04:31:48,69.51
tv_01,2025-04-25 04:31:48,91.06
sp_01,2025-04-25 04:31:48,86.76
dw_01,2025-04-25 04:31:48,892.11
lt_02,2025-04-25 04:31:48,77.25
mw_01,2025-04-25 04:31:48,992.15
ac_03,2025-04-25 04:31:48,613.35
ac_01,2025-04-25 04:31:48,426.72
rf_01,2025-04-25 04:31:48,190.62
wm_01,2025-04-25 04:31:48,939.52
lt_04,2025-04-25 04:31:48,32.96
lt_05,2025-04-25 04:32:48,26.93
lt_06,2025-04-25 04:32:48,83.1
lt_01,2025-04-25 04:32:48,27.43
dw_01,2025-04-25 04:32:48,957.4
ac_01,2025-04-25 04:32:48,648.34
ac_03,2025-04-25 04:32:48,491.45
dw_01,2025-04-25 04:33:48,1628.49
lt_01,2025-04-25 04:33:48,56.15
lt_06,2025-04-25 04:33:48,73.8
wm_01,2025-04-25 04:33:48,710.31
lt_05,2025-04-25 04:33:48,43.83
sp_01,2025-04-25 04:33:48,85.94
lt_04,2025-04-25 04:33:48,92.21
ac_01,2025-04-25 04:33:48,498.67
tv_01,2025-04-25 04:33:48,89.83
lt_03,2025-04-25 04:33:48,77.36
ac_02,2025-04-25 04:33:48,487.36
tv_01,2025-04-25 04:34:48,80.38
lt_05,2025-04-25 04:34:48,17.55
lt_06,2025-04-25 04:34:48,97.31
mw_01,2025-04-25 04:34:48,1163.64
ac_02,2025-04-25 04:34:48,418.7
lt_02,2025-04-25 04:34:48,73.28
lt_01,2025-04-25 04:34:48,10.94
lt_03,2025-04-25 04:34:48,49.68
sp_01,2025-04-25 04:35:48,179.25
lt_06,2025-04-25 04:35:48,55.29
dw_01,2025-04-25 04:35:48,866.7
mw_01,2025-04-25 04:35:48,1086.86
lt_03,2025-04-25 04:35:48,151.28
lt_05,2025-04-25 04:35:48,68.42
rf_01,2025-04-25 04:35:48,113.68
ac_01,2025-04-25 04:36:48,474.69
tv_01,2025-04-25 04:36:48,107.35
lt_01,2025-04-25 04:36:48,80.6
lt_04,2025-04-25 04:36:48,27.13
lt_03,2025-04-25 04:36:48,58.54
ac_02,2025-04-25 04:36:48,453.66
lt_05,2025-04-25 04:36:48,83.41
wm_01,2025-04-25 04:36:48,404.54
lt_02,2025-04-25 04:36:48,73.79
mw_01,2025-04-25 04:36:48,945.13
rf_01,2025-04-25 04:36:48,168.15
sp_01,2025-04-25 04:37:48,62.52
lt_06,2025-04-25 04:37:48,34.09
dw_01,2025-04-25 04:37:48,989.3
rf_01,2025-04-25 04:37:48,141.46
ac_01,2025-04-25 04:37:48,449.64
lt_04,2025-04-25 04:37:48,47.5
lt_02,2025-04-25 04:37:48,52.77
lt_03,2025-04-25 04:38:48,10.05
lt_06,2025-04-25 04:38:48,96.27
sp_01,2025-04-25 04:38:48,153.36
lt_04,2025-04-25 04:38:48,95.19
ac_02,2025-04-25 04:38:48,426.52
mw_01,2025-04-25 04:38:48,967.14
lt_05,2025-04-25 04:38:48,54.7
tv_01,2025-04-25 04:38:48,125.27
ac_01,2025-04-25 04:39:48,461.89
lt_05,2025-04-25 04:39:48,77.51
lt_02,2025-04-25 04:39:48,44.22
lt_04,2025-04-25 04:39:48,66.44
mw_01,2025-04-25 04:39:48,1100.03
lt_06,2025-04-25 04:39:48,43.32
tv_01,2025-04-25 04:39:48,111.97
ac_03,2025-04-25 04:40:48,305.01
mw_01,2025-04-25 04:40:48,1141.62
lt_06,2025-04-25 04:40:48,32.47
ac_01,2025-04-25 04:40:48,611.47
lt_02,2025-04-25 04:40:48,45.09
wm_01,2025-04-25 04:40:48,1356.92
rf_01,2025-04-25 04:40:48,194.35
ac_02,2025-04-25 04:40:48,499.96
ac_03,2025-04-25 04:41:48,475.99
lt_04,2025-04-25 04:41:48,45.14
tv_01,2025-04-25 04:41:48,91.03
mw_01,2025-04-25 04:41:48,1098.21
lt_01,2025-04-25 04:41:48,45.05
ac_02,2025-04-25 04:41:48,365.31
lt_02,2025-04-25 04:41:48,44.52
dw_01,2025-04-25 04:41:48,1096.66
tv_01,2025-04-25 04:42:48,107.36
rf_01,2025-04-25 04:42:48,175.22
lt_03,2025-04-25 04:42:48,40.22
lt_06,2025-04-25 04:42:48,48.22
ac_02,2025-04-25 04:42:48,693.26
dw_01,2025-04-25 04:42:48,941.49
lt_05,2025-04-25 04:42:48,51.13
lt_01,2025-04-25 04:42:48,84.65
ac_01,2025-04-25 04:43:48,562.94
lt_04,2025-04-25 04:43:48,28.18
ac_03,2025-04-25 04:43:48,500.62
dw_01,2025-04-25 04:43:48,1184.81
lt_02,2025-04-25 04:43:48,16.13
lt_03,2025-04-25 04:44:48,44.86
lt_02,2025-04-25 04:44:48,79.42
mw_01,2025-04-25 04:44:48,986.79
lt_04,2025-04-25 04:44:48,89.19
lt_01,2025-04-25 04:44:48,40.71
lt_06,2025-04-25 04:44:48,50.14
ac_02,2025-04-25 04:44:48,672.88
rf_01,2025-04-25 04:44:48,145.48
lt_05,2025-04-25 04:44:48,31.07
ac_01,2025-04-25 04:44:48,693.36
mw_01,2025-04-25 04:45:48,1011.68
lt_05,2025-04-25 04:45:48,19.8
ac_02,2025-04-25 04:45:48,502.85
lt_06,2025-04-25 04:45:48,14.43
sp_01,2025-04-25 04:45:48,162.18
lt_03,2025-04-25 04:45:48,184.92
wm_01,2025-04-25 04:45:48,1311.81
tv_01,2025-04-25 04:45:48,92.76
lt_02,2025-04-25 04:45:48,81.55
ac_01,2025-04-25 04:46:48,417.44
lt_06,2025-04-25 04:46:48,72.4
lt_04,2025-04-25 04:46:48,75.87
wm_01,2025-04-25 04:46:48,1231.7
sp_01,2025-04-25 04:46:48,167.87
dw_01,2025-04-25 04:46:48,1253.44
mw_01,2025-04-25 04:46:48,1169.86
dw_01,2025-04-25 04:47:48,883.62
ac_01,2025-04-25 04:47:48,360.45
ac_02,2025-04-25 04:47:48,408.73
lt_01,2025-04-25 04:47:48,82.66
lt_05,2025-04-25 04:47:48,95.04
tv_01,2025-04-25 04:47:48,108.26
lt_02,2025-04-25 04:47:48,67.23
ac_03,2025-04-25 04:48:48,477.4
tv_01,2025-04-25 04:48:48,144.78
lt_06,2025-04-25 04:48:48,32.4
dw_01,2025-04-25 04:48:48,1187.57
lt_04,2025-04-25 04:48:48,88.9
ac_01,2025-04-25 04:48:48,515.32
rf_01,2025-04-25 04:48:48,145.55
rf_01,2025-04-25 04:49:48,130.8
wm_01,2025-04-25 04:49:48,710.67
ac_03,2025-04-25 04:49:48,422.48
tv_01,2025-04-25 04:49:48,133.04
lt_04,2025-04-25 04:49:48,35.61
dw_01,2025-04-25 04:49:48,884.46
ac_02,2025-04-25 04:49:48,489.39
ac_01,2025-04-25 04:49:48,635.71
sp_01,2025-04-25 04:50:48,145.4
ac_02,2025-04-25 04:50:48,433.35
dw_01,2025-04-25 04:50:48,1209.26
ac_01,2025-04-25 04:50:48,408.38
wm_01,2025-04-25 04:50:48,1464.27
mw_01,2025-04-25 04:50:48,1022.34
rf_01,2025-04-25 04:50:48,179.31
lt_06,2025-04-25 04:50:48,69.45
lt_01,2025-04-25 04:50:48,84.93
dw_01,2025-04-25 04:51:48,841.85
lt_02,2025-04-25 04:51:48,85.64
wm_01,2025-04-25 04:51:48,405.75
rf_01,2025-04-25 04:51:48,146.24
lt_06,2025-04-25 04:51:48,60.96
lt_05,2025-04-25 04:51:48,39.94
lt_04,2025-04-25 04:51:48,88.15
lt_01,2025-04-25 04:51:48,65.99
ac_01,2025-04-25 04:51:48,322.12
lt_01,2025-04-25 04:52:48,81.8
dw_01,2025-04-25 04:52:48,1280.8
lt_02,2025-04-25 04:52:48,56.75
tv_01,2025-04-25 04:52:48,99.87
ac_03,2025-04-25 04:52:48,502.11
sp_01,2025-04-25 04:52:48,121.51
ac_01,2025-04-25 04:52:48,693.78
lt_04,2025-04-25 04:52:48,51.76
lt_05,2025-04-25 04:52:48,89.18
lt_06,2025-04-25 04:52:48,88.25
ac_02,2025-04-25 04:52:48,417.15
mw_01,2025-04-25 04:52:48,1052.98
sp_01,2025-04-25 04:53:48,37.14
lt_06,2025-04-25 04:53:48,62.97
lt_03,2025-04-25 04:53:48,80.03
lt_02,2025-04-25 04:53:48,22.87
ac_02,2025-04-25 04:53:48,679.23
mw_01,2025-04-25 04:54:48,971.36
lt_06,2025-04-25 04:54:48,52.57
sp_01,2025-04-25 04:54:48,40.86
rf_01,2025-04-25 04:54:48,167.52
wm_01,2025-04-25 04:54:48,1098.53
ac_03,2025-04-25 04:54:48,689.43
lt_04,2025-04-25 04:54:48,91.71
lt_01,2025-04-25 04:54:48,67.91
dw_01,2025-04-25 04:54:48,969.07
lt_05,2025-04-25 04:54:48,74.22
wm_01,2025-04-25 04:55:48,1208.29
ac_03,2025-04-25 04:55:48,545.16
rf_01,2025-04-25 04:55:48,185.75
lt_06,2025-04-25 04:55:48,47.9
lt_05,2025-04-25 04:55:48,25.81
lt_01,2025-04-25 04:55:48,81.7
sp_01,2025-04-25 04:55:48,91.73
dw_01,2025-04-25 04:55:48,916.8
lt_04,2025-04-25 04:55:48,77.69
tv_01,2025-04-25 04:55:48,85.8
lt_02,2025-04-25 04:55:48,61.1
ac_03,2025-04-25 04:56:48,394.13
lt_04,2025-04-25 04:56:48,82.56
lt_05,2025-04-25 04:56:48,84.44
dw_01,2025-04-25 04:56:48,898.12
tv_01,2025-04-25 04:56:48,141.05
ac_02,2025-04-25 04:57:48,381.64
mw_01,2025-04-25 04:57:48,1138.11
sp_01,2025-04-25 04:57:48,188.47
ac_01,2025-04-25 04:57:48,575.26
wm_01,2025-04-25 04:57:48,1208.62
lt_03,2025-04-25 04:57:48,90.96
lt_06,2025-04-25 04:57:48,13.74
tv_01,2025-04-25 04:57:48,141.93
lt_05,2025-04-25 04:58:48,64.79
ac_03,2025-04-25 04:58:48,534.41
lt_04,2025-04-25 04:58:48,81.38
ac_02,2025-04-25 04:58:48,423.26
wm_01,2025-04-25 04:58:48,907.14
lt_06,2025-04-25 04:59:48,43.28
lt_01,2025-04-25 04:59:48,28.98
lt_04,2025-04-25 04:59:48,57.29
mw_01,2025-04-25 04:59:48,1185.61
sp_01,2025-04-25 04:59:48,91.64
lt_03,2025-04-25 04:59:48,17.68
